dimension,classification_feature,external_feature,correlation
execution_dataset,execution_dataset=single_user_prompt,load_assets,-0.1811633783624214
execution_dataset,execution_dataset=single_event_data,retrieve_tasks_by_filters,-0.1752723154694311
execution_dataset,execution_dataset=single_asset_from_user,trigger=scheduled,-0.1622536900576346
state_persistence,state_persistence=state_accumulating,update_document,0.2288209961858822
state_persistence,state_persistence=state_accumulating,create_document_page,0.1902533134002646
state_persistence,state_persistence=state_accumulating,search_workspace,0.1642584864665018
state_persistence,state_persistence=state_accumulating,create_document,0.1422854054844073
state_persistence,state_persistence=state_accumulating,read_memory,0.1219701340085445
state_persistence,state_persistence=state_accumulating,load_assets,0.1034462366991011
state_persistence,state_persistence=state_accumulating,todo_write,0.097140150255854
state_persistence,state_persistence=state_accumulating,trigger=scheduled,0.0741097802877428
state_persistence,state_persistence=state_accumulating,write_memory,0.0608996141174706
state_persistence,state_persistence=state_referencing,read_memory,0.0607432994321388
state_persistence,state_persistence=unknown,update_document,-0.1765656594095716
state_persistence,state_persistence=unknown,create_document_page,-0.143020365136631
state_persistence,state_persistence=unknown,read_memory,-0.1376744833078993
state_persistence,state_persistence=unknown,search_workspace,-0.1336476115664599
state_persistence,state_persistence=unknown,create_document,-0.1035248628293723
state_persistence,state_persistence=unknown,write_memory,-0.0709987207043676
state_persistence,state_persistence=unknown,trigger=scheduled,-0.0659452399780041
state_persistence,state_persistence=unknown,load_assets,-0.0657529219174996
state_persistence,state_persistence=unknown,search_public_web,-0.0622871132258912
state_persistence,state_persistence=unknown,todo_write,-0.0612381971151627
external_integration_scope,external_integration_scope=calendar_integration,search_google_calendar,0.4630182280130777
external_integration_scope,external_integration_scope=web_research_integration,search_public_web,0.376822508204344
external_integration_scope,external_integration_scope=web_research_integration,load_web_pages,0.3531680922215317
external_integration_scope,external_integration_scope=unknown,post_slack_message,0.3045084641400691
external_integration_scope,external_integration_scope=calendar_integration,create_google_calendar_event,0.2701290565590349
external_integration_scope,external_integration_scope=email_integration,gmail_create_draft,0.2216690618977834
external_integration_scope,external_integration_scope=multiple_external_systems,search_google_calendar,0.2169644939390677
external_integration_scope,external_integration_scope=email_integration,view_tools_catalog,0.2127971880978874
external_integration_scope,external_integration_scope=calendar_integration,check_calendar_availability,0.1705849962840715
external_integration_scope,external_integration_scope=calendar_integration,update_google_calendar_event,0.1472177917475218
external_integration_scope,external_integration_scope=clickup_only,search_public_web,-0.3061731246643356
external_integration_scope,external_integration_scope=clickup_only,load_web_pages,-0.2818594905049466
external_integration_scope,external_integration_scope=clickup_only,search_google_calendar,-0.2328112620944598
external_integration_scope,external_integration_scope=clickup_only,view_tools_catalog,-0.1803901671755735
external_integration_scope,external_integration_scope=clickup_only,gmail_create_draft,-0.1110843652012245
external_integration_scope,external_integration_scope=web_research_integration,retrieve_tasks_by_filters,-0.1051471855207491
external_integration_scope,external_integration_scope=clickup_only,create_google_calendar_event,-0.1043443525714422
external_integration_scope,external_integration_scope=clickup_only,read_memory,-0.0939674003748324
external_integration_scope,external_integration_scope=clickup_only,todo_write,-0.0882206430839078
external_integration_scope,external_integration_scope=clickup_only,search_workspace,-0.0826100720956545
output_modality,output_modality=structured_document,create_document,0.3597755341722456
output_modality,output_modality=structured_document,create_document_page,0.2903387367794123
output_modality,output_modality=visual_image,generate_image,0.2838265867584705
output_modality,output_modality=email_external_message,gmail_create_draft,0.2724330160650698
output_modality,output_modality=visual_image,edit_image,0.2647114664112175
output_modality,output_modality=task_artifact,create_task,0.2503882175182956
output_modality,output_modality=email_external_message,view_tools_catalog,0.2310993681976483
output_modality,output_modality=messages,post_chat_message,0.2272078415230181
output_modality,output_modality=messages,retrieve_tasks_by_filters,0.2160562083169797
output_modality,output_modality=structured_document,update_document,0.2140597046890109
output_modality,output_modality=visual_image,todo_write,-0.2618358964314541
output_modality,output_modality=visual_image,retrieve_tasks_by_filters,-0.1908641102292867
output_modality,output_modality=visual_image,trigger=scheduled,-0.1713423020956472
output_modality,output_modality=messages,create_document,-0.1590829524161029
output_modality,output_modality=visual_image,load_assets,-0.1586010543283284
output_modality,output_modality=messages,post_reply,-0.1519608467601382
output_modality,output_modality=messages,generate_image,-0.1348722971613855
output_modality,output_modality=messages,create_document_page,-0.1269584062734023
output_modality,output_modality=visual_image,search_workspace,-0.1263173449780908
output_modality,output_modality=task_artifact,post_chat_message,-0.1127517242471223
domain_industry_vertical,domain_industry_vertical=project_management_ops,todo_write,0.2780934263512685
domain_industry_vertical,domain_industry_vertical=creative_design,edit_image,0.2576036987293836
domain_industry_vertical,domain_industry_vertical=project_management_ops,retrieve_tasks_by_filters,0.2571667196018619
domain_industry_vertical,domain_industry_vertical=personal_productivity,retrieve_personal_priorities,0.2187466089661603
domain_industry_vertical,domain_industry_vertical=creative_design,generate_image,0.2127955001943544
domain_industry_vertical,domain_industry_vertical=project_management_ops,retrieve_activity,0.2118142185822457
domain_industry_vertical,domain_industry_vertical=project_management_ops,trigger=scheduled,0.1907750233090792
domain_industry_vertical,domain_industry_vertical=personal_productivity,search_google_calendar,0.1802393938764833
domain_industry_vertical,domain_industry_vertical=creative_design,post_reply,0.17695661566859
domain_industry_vertical,domain_industry_vertical=personal_productivity,trigger=scheduled,0.1598626829316913
domain_industry_vertical,domain_industry_vertical=creative_design,todo_write,-0.2627338887579019
domain_industry_vertical,domain_industry_vertical=project_management_ops,post_reply,-0.2259855134894792
domain_industry_vertical,domain_industry_vertical=creative_design,retrieve_tasks_by_filters,-0.192945230332586
domain_industry_vertical,domain_industry_vertical=creative_design,trigger=scheduled,-0.1661927363511175
domain_industry_vertical,domain_industry_vertical=creative_design,load_assets,-0.1541061962719186
domain_industry_vertical,domain_industry_vertical=education_academic,todo_write,-0.1475527678861688
domain_industry_vertical,domain_industry_vertical=project_management_ops,trigger=introduction,-0.138243666048999
domain_industry_vertical,domain_industry_vertical=creative_design,search_workspace,-0.1235745247253506
domain_industry_vertical,domain_industry_vertical=education_academic,retrieve_tasks_by_filters,-0.1200352044826367
domain_industry_vertical,domain_industry_vertical=project_management_ops,generate_image,-0.1163875469457175
use_case_context,use_case_context=general_productivity,retrieve_activity,0.1535582388686359
use_case_context,use_case_context=general_productivity,retrieve_tasks_by_filters,0.1428540426898193
use_case_context,use_case_context=general_productivity,retrieve_personal_priorities,0.128583451752114
use_case_context,use_case_context=general_productivity,trigger=scheduled,0.1196996264953127
use_case_context,use_case_context=general_productivity,todo_write,0.1188799897177695
use_case_context,use_case_context=general_productivity,post_chat_message,0.1161472327236221
use_case_context,use_case_context=personal_use_case,post_reply,0.1154274133926986
use_case_context,use_case_context=general_productivity,find_stale_tasks,0.101173639050517
use_case_context,use_case_context=specific_use_case,load_assets,0.1003813449772215
use_case_context,use_case_context=specific_use_case,load_custom_fields,0.0957235136144397
use_case_context,use_case_context=personal_use_case,todo_write,-0.1244941814284524
use_case_context,use_case_context=specific_use_case,retrieve_personal_priorities,-0.117722278248853
use_case_context,use_case_context=general_productivity,post_reply,-0.1067334916264188
use_case_context,use_case_context=personal_use_case,retrieve_tasks_by_filters,-0.1037220162329866
use_case_context,use_case_context=general_productivity,search_public_web,-0.0967399924969181
use_case_context,use_case_context=specific_use_case,post_chat_message,-0.0962200136660221
use_case_context,use_case_context=specific_use_case,trigger=scheduled,-0.0906926781927927
use_case_context,use_case_context=personal_use_case,retrieve_activity,-0.0863266512419744
use_case_context,use_case_context=personal_use_case,trigger=automation,-0.0852523164620715
use_case_context,use_case_context=personal_use_case,load_assets,-0.081528314799074
implied_end_date,implied_end_date=true,create_task,0.0360533305600287
implied_end_date,implied_end_date=true,create_subtask,0.0246540768487665
implied_end_date,implied_end_date=false,load_custom_fields,0.0236109101550617
implied_end_date,implied_end_date=false,retrieve_personal_priorities,0.0232759095095082
implied_end_date,implied_end_date=false,trigger=automation,0.0224275092918057
implied_end_date,implied_end_date=true,create_list,0.0198791736927941
implied_end_date,implied_end_date=false,retrieve_activity,0.0189215096054616
implied_end_date,implied_end_date=true,search_workspace,0.0187896116776037
implied_end_date,implied_end_date=unknown,template=unknown,0.0172645296420984
implied_end_date,implied_end_date=unknown,trigger=unknown,0.0172645296420984
implied_end_date,implied_end_date=false,create_task,-0.0341053089606067
implied_end_date,implied_end_date=false,create_subtask,-0.0234129538695896
implied_end_date,implied_end_date=true,retrieve_personal_priorities,-0.0228171708050456
implied_end_date,implied_end_date=true,load_custom_fields,-0.022704503152666
implied_end_date,implied_end_date=true,trigger=automation,-0.0212293662503758
implied_end_date,implied_end_date=false,create_list,-0.0189444604518496
implied_end_date,implied_end_date=unknown,todo_write,-0.0176037996024558
implied_end_date,implied_end_date=true,retrieve_activity,-0.0175842279116117
implied_end_date,implied_end_date=unknown,template=custom,-0.0172645296420984
implied_end_date,implied_end_date=false,search_workspace,-0.0171451173393374
