,autonomy_level=autonomous,autonomy_level=consultative,autonomy_level=human_in_the_loop,autonomy_level=unknown,data_flow_direction=bidirectional,data_flow_direction=inbound,data_flow_direction=outbound,data_flow_direction=processing,data_flow_direction=unknown,domain_industry_vertical=creative_design,domain_industry_vertical=education_academic,domain_industry_vertical=finance_accounting,domain_industry_vertical=general_cross_functional,domain_industry_vertical=hr_people,domain_industry_vertical=it_engineering,domain_industry_vertical=legal_compliance,domain_industry_vertical=marketing_content,domain_industry_vertical=personal_productivity,domain_industry_vertical=project_management_ops,domain_industry_vertical=sales_crm,domain_industry_vertical=unknown,domain_knowledge_depth=deep,domain_knowledge_depth=light,domain_knowledge_depth=moderate,domain_knowledge_depth=none,domain_knowledge_depth=unknown,execution_dataset=collection_scoped,execution_dataset=collection_unbounded,execution_dataset=single_asset_from_user,execution_dataset=single_event_data,execution_dataset=single_user_prompt,execution_dataset=unknown,external_integration_scope=calendar_integration,external_integration_scope=clickup_only,external_integration_scope=email_integration,external_integration_scope=multiple_external_systems,external_integration_scope=unknown,external_integration_scope=web_research_integration,functional_archetype=analyzer,functional_archetype=communicator,functional_archetype=creator,functional_archetype=enforcer,functional_archetype=monitor,functional_archetype=organizer,functional_archetype=unknown,implied_end_date=false,implied_end_date=true,implied_end_date=unknown,operational_scope=branching_workflow,operational_scope=multi_workflow_orchestration,operational_scope=sequential_workflow,operational_scope=single_action,operational_scope=unknown,output_modality=email_external_message,output_modality=messages,output_modality=structured_document,output_modality=task_artifact,output_modality=unknown,output_modality=visual_image,state_persistence=state_accumulating,state_persistence=state_referencing,state_persistence=stateless,state_persistence=unknown,team_orientation=individual,team_orientation=larger_team,team_orientation=small_team,team_orientation=unknown,tone_and_persona=casual_friendly,tone_and_persona=empathetic_supportive,tone_and_persona=professional_formal,tone_and_persona=technical_precise,tone_and_persona=unknown,use_case_context=entertainment,use_case_context=general_productivity,use_case_context=personal_productivity,use_case_context=personal_use_case,use_case_context=specific_use_case,use_case_context=test_or_placeholder,use_case_context=unknown
domain_industry_vertical=education_academic,-0.03627729334935718,0.08888445570538901,-0.06805451024394865,-0.005167238244378504,-0.03278022495791757,-0.016557496122287872,0.15072190790789067,-0.12977040769670778,-0.004793158023355749,-0.14298425135453796,1.0,-0.06503040468476141,-0.0964048972477661,-0.04818259510041292,-0.07030116285872236,-0.05317076365049647,-0.13769353270184645,-0.07915584095565384,-0.25426372732897745,-0.06834522844988923,-0.005873598173646394,0.019455873378803678,-0.1430281668383221,0.18311232904535693,-0.10036009104263491,-0.004525652936339707,-0.12322413079608567,-0.08914181889323983,0.23299500198080852,-0.06576227333378638,0.09232611516040118,-0.010627499459673683,-0.014436757121322589,-0.032089924720717616,-0.04896725629253121,-0.02187571443161377,-0.02357729760556087,0.0947485891171362,-0.06351847733110433,-0.053966963662858435,0.26706355005890775,-0.05438107071417886,-0.12118718875493739,-0.10687837700140779,-0.003571254656939526,-0.06363420764417178,0.06469472543568161,0.0010335929703037196,-0.045957495340616696,-0.05562320643111523,0.08430466927041268,0.006321621198015797,-0.004612092156839921,-0.03734143413561297,-0.044394502418741114,0.15099659545227737,-0.06269100041346483,-0.017295212713785132,-0.004731266812066454,0.009531173470412204,0.001664486685113222,0.00808371409464411,-0.010117604696421917,0.053369532181369736,-0.036599836578744625,-0.04073939608608004,-0.003875369376854238,0.0005967895310263576,0.3338481014442686,-0.17855879978020475,-0.050670385330601114,-0.01175836484236736,-0.0176735288485524,-0.2339000752180679,-0.07348548349209644,0.6385521971806392,-0.1760469394302548,-0.005045190179173394,0.002011696881700901
domain_industry_vertical=finance_accounting,0.00966431882743875,-0.019250521864217624,0.011900214691901884,0.003872669940504783,0.014200594007609181,-0.0015647769697191237,-0.05190432520348111,0.044016256618404886,0.001913434330709495,-0.0757679654216227,-0.06503040468476141,1.0,-0.05108536675855524,-0.02553216291240406,-0.03725288642713571,-0.028175414729575722,-0.07296439101300642,-0.041945018165506505,-0.13473543497084736,-0.0362164284308768,-0.003112444756016331,0.12979163123723517,-0.08294867112784758,0.043734980762677886,-0.05882665967005363,-0.002398162818229565,0.05363733035496228,-0.015883694712249426,-0.00898453767884351,-0.003909031155691433,-0.03582849123436888,0.0057361361908854335,-0.019010021454450653,-0.007915781828510833,0.01803892555059711,-0.00437993562379902,0.009015003309843131,0.009601071592585452,0.1373861110536768,-0.007717382853845661,-0.08954214201111217,0.01175517249643646,-0.009507278419519555,0.007963813808395604,3.868156035054486e-06,0.006248163324521962,-0.005668544072579141,-0.003375530583888838,-0.01191429089180894,0.013912026681736172,0.004970890821060327,-0.008691582483410926,0.002732145034682752,0.01598451312665007,0.010601013893109497,0.033547087247562654,0.0037436747101209566,-0.00196496262445314,-0.06053542889187986,0.03203950912355668,-0.008292188653924804,-0.004443762656149721,-0.020590360983766105,-0.00703518011128139,-0.0034579704259989365,0.011628747285601532,0.0010590897843012427,-0.06483109693289354,-0.03009414295776345,0.06641387556543903,0.02491100903495926,0.0011591225733546973,-0.006370348962080333,-0.13239089080116398,-0.04020263144581353,0.02316137423603294,0.13264511624204997,-0.004043575107556212,-0.0023981628182295975
domain_industry_vertical=general_cross_functional,-0.017007454378704292,0.03097008198204552,-0.022058251483635483,0.026351344845809577,0.043636741894800685,-0.011915734357307214,0.03898987755907268,-0.06186036387214953,0.02801657316579678,-0.11232288890946246,-0.0964048972477661,-0.05108536675855524,1.0,-0.037850380203158916,-0.055225870200255274,-0.04176889218335815,-0.1081667052889042,-0.06218176229878003,-0.19973973446672355,-0.053689363898082695,-0.004614071192508077,0.035734431601495024,-0.07897715572158723,0.00793962411833408,0.08338600862037661,-0.003555177631072244,-0.061474001069187864,-0.016428745223433936,0.06599922393312152,-0.00762553259323391,0.03304391365152867,0.021533992777219835,-0.031226162643941163,-0.10975900186166633,0.06478821435993379,0.009082146280568543,0.011615313493798959,0.11509709142998065,0.09580384843925835,0.1064785094655248,0.0007864537453376243,-0.029209624303816767,-0.058692027919179206,-0.061819015980370665,0.023861386890176955,0.016935632137472553,-0.019695213200936635,0.011587293555456207,-0.03787843755749596,-0.02053211379947102,0.047382427889094136,0.028194392540794644,0.02453016012117535,0.07553021995433488,0.023428014971635363,0.055544639165660735,-0.05795132208097574,0.01748831624456105,-0.06116653690405847,0.010375059722704768,0.010894750102576923,0.006917366882830854,-0.016492420674608637,0.009979566812034947,-0.014032072300817527,-0.01474834058544416,0.02685886854289589,-0.03704785735796199,-0.009633311780151017,0.03256870949157474,0.016187427728318837,-0.00045396190524516736,0.06135834986456484,-0.04027346941984461,-0.04683069796919733,-0.03341985397201931,0.07298930049357827,0.028695381775131684,0.009734138165189813
domain_industry_vertical=hr_people,-0.0072799060636804785,-0.010771994151789113,0.023753468683632428,0.0017894949808764339,0.01996172859171234,-0.0024250901912005185,-0.031541827091448794,0.02152650234878792,-0.004066963396709233,-0.05613831279674624,-0.04818259510041292,-0.02553216291240406,-0.037850380203158916,1.0,-0.02760156194231574,-0.020875844249812505,-0.0540610769065641,-0.031078075502451754,-0.09982873304184786,-0.02683362521772665,-0.00230608537926988,0.05139998770760747,-0.027785392496405558,0.023710482316399193,-0.04268238264710618,-0.0017768566659819096,0.014058820437342651,-0.014135298223265839,-0.006692573045733964,0.020789424146661267,-0.02036182867946656,-0.0037983096458516536,-0.004276777190314266,-0.008383083112555487,0.008893218593344049,0.005166072234166906,0.002919134636651622,0.004458259594847614,0.016213424766762113,0.016662389449881736,-0.03492560199670835,0.00832191352676579,-0.015209231953135213,0.027151320691455292,-0.002462253156144106,0.003474297753679083,-0.0031370909711453034,-0.001948356481495896,-0.007929994699921358,0.02359935589704681,-0.006489505023364445,0.0025900288534267692,-0.0042157131801005615,0.011810094255581759,0.0037975830510474594,0.020155513789450453,0.012586921788125547,-0.008544238581017792,-0.04251652241500639,0.01802417841798614,-0.005352805117412588,-0.0008737362323020715,-0.011385255604924939,-0.039531312707573846,0.0217267008888632,0.036516769674329035,-0.0016782964378050413,-0.038219908335186924,0.005762019461877167,0.04258768714947569,-0.019565333407343188,-0.0025790364781150404,-0.008130083766307299,-0.08548124527826897,-0.03047388831361272,0.015829796839488246,0.08752910801654795,-0.0029959823118114954,-0.0017768566659819086
domain_industry_vertical=it_engineering,-0.01991732696348717,0.011379126446515852,0.010406235985471806,0.008638626200493509,-0.03547030338791116,-0.0046550407047305595,0.030666589533467466,-0.01195257692570652,0.005067642814861897,-0.08190901013764891,-0.07030116285872236,-0.03725288642713571,-0.055225870200255274,-0.02760156194231574,1.0,-0.030459051102600478,-0.07887820413171892,-0.04534469018699289,-0.14565583287760034,-0.03915179438944676,-0.003364710503373928,0.03144258828930216,-0.07167775655459563,0.0879371850079632,-0.06359460012507245,-0.002592535532622895,-0.020568414379092504,-0.04023043207672364,-0.005947209999354236,0.02532662547082382,0.027406903413597448,0.004068210950764047,-0.027498908251797786,0.017681744107181083,-0.024199950504792435,-0.01407014082164894,0.003794310159441717,0.009948477898507786,0.019824627502523458,-0.022472528774054153,0.009324066486362572,0.012574590879600112,-0.029724383928664354,0.0032671954287807883,0.0075128249061904,-0.012603848171834827,0.012753539209319285,0.0004937594671975237,-0.009746314485076268,0.0005820366612324583,0.010432116008791872,-0.0051513898574851,0.004628710751367009,-0.019227630902170785,-0.009801579091783998,0.019665691433469593,0.023639116085678903,0.05124566954863808,-0.0439274696852399,0.012856244971246683,-0.009446378959634405,-0.004106309754954953,-0.00404596363744572,0.0001536557312920882,-0.005159113499443429,0.0010775188780666836,0.005985462505263548,-0.045783644333400694,-0.037525529704616666,-0.0511535803918291,0.23218375568385488,0.003000775765755289,-0.009851282820893509,-0.007611907634932725,-0.030667025750627453,-0.0352739967343245,0.04629950444368725,-0.00018926327854310864,-0.0025925355326229024
domain_industry_vertical=legal_compliance,-0.005270221707442742,-0.009257465361761176,0.01801553869834859,0.008718154220762579,0.013330337012458228,-0.005796954025619911,-0.025153305092179116,0.018007236335206036,0.00818996944526192,-0.06195010781865752,-0.05317076365049647,-0.028175414729575722,-0.04176889218335815,-0.020875844249812505,-0.030459051102600478,1.0,-0.059657823263768874,-0.03429547544729446,-0.1101636381152707,-0.029611612686371705,-0.0025448259979249893,0.32350383942636696,-0.08950946885536638,-0.0589146585384738,-0.04809840001499228,-0.0019608081638368296,0.0003143037575344657,-0.019067367299505592,0.012932259526275889,0.015089280819284321,-0.012349996882138323,0.005918531873620247,-0.011095787611469404,-0.03225040060212467,0.0034528132584080123,0.0027067071109496553,0.0032869796152217327,0.04306140929237429,0.0379227794793105,-0.012277221294273749,-0.019256630881467243,0.0700235649561466,-0.009415006739977189,-0.0216161487643417,0.007841005365159625,-0.0004113793773134356,0.0006847781637169554,-0.0012696215234318932,-0.020758427394530446,0.013634157286200975,0.012044618291530706,0.005930720090038527,0.007770110251330185,0.003563411666657031,-0.007498628065642303,0.055944888589599964,-0.00994667813933905,-0.0033499444334529845,-0.03724774664158176,0.015501191205782274,-0.010379127093679746,-0.0012548768199704893,-0.006059025850949211,-0.014706278905140776,0.000373114565282823,0.012118762878310204,0.015620413141632988,-0.09329273228466785,-0.026012245480800753,0.09662314728759601,0.01472245786965538,-0.003110343332782516,-0.010059781652726646,-0.1061071792609696,-0.03278786244707488,-0.034279379225911656,0.14353109717031945,-0.0005872481869416009,-0.0019608081638367654
domain_industry_vertical=marketing_content,-0.05933458249163026,0.05681357695221022,0.0038979631824037292,0.004338655550787821,-0.026857057210483808,-0.018929955814560435,0.20319223093223387,-0.18469057184793589,-0.0010645550154501375,-0.16042893897258748,-0.13769353270184645,-0.07296439101300642,-0.1081667052889042,-0.0540610769065641,-0.07887820413171892,-0.059657823263768874,1.0,-0.08881319066748841,-0.28528498494187104,-0.07668363739491599,-0.00659020216578215,-0.048959358742985994,-0.20577002720451387,0.2925083328395512,-0.12411001353993115,-0.005077801868786854,-0.043122546515368426,-0.05926327278703734,-0.027166050597601032,-0.0018069696085613461,0.10569242569190868,0.005964934571277394,-0.049497096433570933,-0.08095766357999996,-0.023956406775928668,0.00568201266489674,-0.008911852566736822,0.14214240059747932,-0.028171665485994042,-0.04516855828981637,0.21644617720959164,-0.031697697331694544,-0.09342082119973555,-0.11037958673320777,-0.007201588465613775,0.023350010914049854,-0.02231856162190207,-0.0071816003258794265,-0.026227974692805085,-0.00027945358231529135,0.029462285259397338,-0.008333212976940535,0.0013776359092725723,-0.013074188311903418,-0.01721615481205965,0.04052545964694621,0.02466518737544611,0.04127772872481801,-0.055087631597280855,-0.0029437223255428338,0.02478994358553593,-0.007179049743333566,-0.01222112716337451,0.01834197949820033,-0.02771604533621492,-0.007711351911335229,0.01077949779540841,0.0839564422552127,-0.02793872019672864,-0.04997225505497457,-0.026053962574630222,0.0076270015833300245,-0.014714735303961808,-0.23337079939670827,0.04910336304159956,-0.1270135982495514,0.2987614695011058,-0.006192113219895112,-0.005077801868786776
domain_industry_vertical=personal_productivity,0.004578475184551616,-0.005085165143973044,0.0005712595817191472,3.4737492635993295e-05,0.11609931719822367,-0.008258553449388467,-0.08123169212225961,0.02176591251413973,-0.002316564131201106,-0.09222573732272364,-0.07915584095565384,-0.041945018165506505,-0.06218176229878003,-0.031078075502451754,-0.04534469018699289,-0.03429547544729446,-0.08881319066748841,1.0,-0.16400169602730927,-0.04408310024753707,-0.0037885075955587065,-0.054779655157357526,0.06337470606508552,-0.12483727981844901,0.16303315337652927,-0.0029190744782497395,0.09276487857879467,0.07462558406383263,-0.06100588735709155,-0.061508272320552976,-0.04476323435397219,0.006438388195305075,0.18790425346864764,-0.09264073408580482,-0.005465980748322059,0.1374407060577866,-0.0031160295970047475,-0.04438762533076497,-0.018575611563293938,0.09066572293089488,-0.14488754849885466,-0.035100113618547736,0.014660495652691976,0.13116300123769895,-0.0010439070352074981,-0.014673484600222542,0.015687689228288434,-0.003447066768207207,0.016623741782333973,0.07537284684357479,-0.06456800681346157,-0.007066211959692188,-0.002648970543604545,-0.0044935283921445955,0.09050083667101434,-0.05527336466769403,0.006381300701280722,0.00877877669600886,-0.08325310220979024,0.01993294902733087,0.043834780348235014,-0.008453943351695548,-0.04301656331377105,0.03898407980336184,-0.02510473888493014,-0.025628375541881628,-0.014508191874014701,0.05436205371541849,0.1620168897796051,-0.13062474642980546,-0.04099331565746827,0.0012142326965525756,-0.012499767908636831,-0.02951845631799899,0.38303786948608115,0.08587634686524902,-0.19181251142055128,-0.0030455267864066124,-0.0029190744782497556
domain_industry_vertical=project_management_ops,0.1545959889586123,-0.2094805109268882,0.07388995397191277,-0.029884536407979185,0.007262878369900812,0.048253331547766135,-0.46442653058673466,0.45149651348510256,-0.023525894443854424,-0.29624673863899265,-0.25426372732897745,-0.13473543497084736,-0.19973973446672355,-0.09982873304184786,-0.14565583287760034,-0.1101636381152707,-0.28528498494187104,-0.16400169602730927,1.0,-0.1416033642727024,-0.012169412271174988,-0.09576569146705026,0.5026191104475493,-0.5418095990221202,0.20251352499958605,-0.009376626515868994,0.21248250531015217,0.20525989711360046,-0.15254958845417504,0.0480426587078712,-0.2995328683593424,-0.019641676186633032,0.04846986244949942,0.11602383836927527,0.038962995020021214,-0.02010560162372551,0.023782748282977207,-0.19199191659434417,0.013762567087173274,0.024844797552717266,-0.5036665455469659,0.10130947231689619,0.31288473340441686,0.24925860570542493,-0.019589388058420185,0.009882603143794966,-0.006317961990605107,-0.01801796540063081,0.07413984479311354,0.03514058453299644,-0.09545251119776303,-0.029750106415867585,-0.024269226275014325,0.0066050483404821335,0.18467976179658366,-0.11009920131803169,0.1106136183305944,-0.03801435115012137,-0.2694081259989164,-0.012278950677019685,-0.064665252883114,-0.002157927269488117,0.05143545119786349,-0.09299884929799081,0.09391412983863355,0.06414626362405194,-0.02961352580209013,-0.13985087461916887,-0.16863608591647425,0.25209920669964625,-0.029910323818173826,-0.009318075148079783,-0.046706263330783135,0.5118264099354016,-0.13920664074709,-0.27424262388286214,-0.2486886249785899,-0.006476093575977149,-0.009376626515868756
domain_industry_vertical=sales_crm,0.019322617781100282,-0.05602240447880251,0.04785911156077273,0.001862530973534295,0.08447568453619393,0.020779278360601554,-0.07269773737780295,0.02611269166584234,-0.0011845383833422498,-0.07963011964982317,-0.06834522844988923,-0.0362164284308768,-0.053689363898082695,-0.02683362521772665,-0.03915179438944676,-0.029611612686371705,-0.07668363739491599,-0.04408310024753707,-0.1416033642727024,1.0,-0.0032710967880142695,0.049856511798527674,-0.05046901975336307,0.05706386345875345,-0.061825257179059165,-0.002520405439062829,0.0734556016196193,-0.014306285148537696,-0.03723552088904114,0.0151820196424273,-0.05673981198797608,0.006288246687061521,-0.012296184434417969,-0.06453216991696331,0.058732711534492436,0.0331047067434115,0.002436229826347521,0.039553450218416664,0.049501008141369755,0.04739630608395636,-0.12042319793547875,0.005029821775235531,-0.012060369344583152,0.08136668105243512,-0.000576114161504565,0.024080600056325997,-0.023493611014003653,-0.005123533022103256,-0.013450244672289769,0.04846248342135456,-0.014968592365422506,-0.010193027869088888,0.0007439304051111369,0.0552318873457614,0.011417836672339986,-0.0227644174913035,0.05359877717217453,-0.0023981448912198497,-0.07222135369889246,0.008050509425962285,-0.014683499079615069,-0.006081670110469976,0.00353447921165264,-0.016482126981501505,0.000670717580884732,0.021015430080981612,0.00103787878845744,-0.05219521469397447,-0.05124901402204972,0.07313602976598695,0.013581330088944465,0.0020608229887723603,-0.012930754196629018,-0.14586579677370554,-0.04300482057699593,-0.06918741999190356,0.211573862019173,-0.0021033939449360533,-0.002520405439062846
domain_industry_vertical=unknown,-0.014838772386137716,-0.013532796874385251,-0.007405316810239324,0.30238254218903826,-0.0046366324167164364,-0.0009778774763125457,-0.014359906798831057,-0.016791492941817764,0.40796127420357803,-0.006843423249150277,-0.005873598173646394,-0.003112444756016331,-0.004614071192508077,-0.00230608537926988,-0.003364710503373928,-0.0025448259979249893,-0.00659020216578215,-0.0037885075955587065,-0.012169412271174988,-0.0032710967880142695,1.0,-0.0048083885592949465,-0.010921584812610952,-0.015479224819013782,0.014700547144338558,0.7705077539429519,-0.01072600330540939,-0.005533806988077453,-0.005751541660101702,-0.009648058365654395,-0.009747131412084485,0.24311473321706198,-0.0024566147909039254,-0.03606258325842251,-0.0026806524958942228,-0.0028391997157108926,0.17705457910482839,-0.005433394919558768,-0.005863261132085437,-0.003651880195659156,-0.0134823477966577,-0.00032443881321171566,-0.006554955171243838,-0.010575768962488241,0.5000499233265145,-0.07172996919058014,0.0024542554835925816,0.3386064929642022,-0.021153442168325872,-0.005320863749695849,-0.010667743852828883,-0.0011179747084354415,0.39970471658438805,-0.002074617166893376,-0.016955100669007347,-0.007137866444240653,-0.007833914729548261,0.14125200137230315,-0.006561711446702562,-0.006050158834051802,-0.004381297002644503,-0.0009495096608590208,0.007917289958279942,-0.07524452790396062,-0.002062931826917639,-0.0026490012608093062,0.22617910335420954,-0.011551449657625307,-0.004099121207436228,-0.013273410355930817,-0.00450540390440986,0.12050802401790259,0.022708876637739323,-0.012243263805009503,-0.0037148554238251273,0.0026128567694359613,-0.012353509857451834,0.24028827637482075,0.4054277949248175
domain_knowledge_depth=deep,-0.046589679138612713,-0.004840761836378297,0.06739806107101358,0.010479007581129986,0.02016188300903025,-0.01216453776630184,-0.04577936264193422,0.03573308988980953,0.006792649712644566,-0.09952856241577612,0.019455873378803678,0.12979163123723517,0.035734431601495024,0.05139998770760747,0.03144258828930216,0.32350383942636696,-0.048959358742985994,-0.054779655157357526,-0.09576569146705026,0.049856511798527674,-0.0048083885592949465,1.0,-0.20573006408550903,-0.2826900947481087,-0.09088078970470456,-0.003704900668907329,0.029288306254023167,-0.04643574876380963,-0.022355720316791512,0.02104693990164492,-0.007756509887485116,0.024161404280977596,-0.02445875922654808,-0.05557254228145554,-0.004182465484652927,0.012038184255140376,0.006389160638841475,0.07782779113952701,0.07053400319375258,-0.038555908731594916,-0.05558004756241679,0.14068286271011057,-0.06618543162790659,0.02123846000782339,0.008049671678890896,-0.042957888034979054,0.045776938722022056,-0.009372752707985406,-0.05244620942383981,0.09739883432559013,-0.004278452412237391,-0.012631996448483488,0.005382959044607497,-0.008833882777336089,-0.02259617692513648,0.08270657961512962,0.029942338959679064,0.024004251849937524,-0.09348450382918741,0.059491567172369975,-0.013832531304331281,-0.0062599033453506195,-0.03951488843796296,-0.0450296977764423,0.009286471878109855,0.037683983938336094,0.03276508462911196,-0.14388039929231985,-0.012626733921732703,0.09702538487623284,0.08493689701518828,0.011115877926774272,-0.01298076613450268,-0.19283837802382778,-0.056635822651741226,0.005289789437609684,0.21251585278934773,-0.0062468836589758955,-0.0037049006689072596
domain_knowledge_depth=light,0.12656743055274217,-0.1610198736895754,0.043704667749704516,-0.004890479074203903,0.06601807194021335,0.0503565887161232,-0.36233377886209,0.3191901840188997,-0.01140502077733124,-0.17795127382890605,-0.1430281668383221,-0.08294867112784758,-0.07897715572158723,-0.027785392496405558,-0.07167775655459563,-0.08950946885536638,-0.20577002720451387,0.06337470606508552,0.5026191104475493,-0.05046901975336307,-0.010921584812610952,-0.20573006408550903,1.0,-0.7071290345782748,-0.22733178940302665,-0.00926754379401671,0.19624384697111755,0.08190848657581899,-0.08749099910290023,0.03021537053437479,-0.22725510567418564,-0.013543958254908563,0.12448219174131299,0.047787664849533194,0.055515919554415205,0.016398192863362915,0.027690165852363093,-0.17075939373041565,-0.012943442965331512,0.06338590913711646,-0.3847958008739086,0.04177182792833076,0.21018004883624222,0.22202116089976862,-0.01072807203670974,0.008330389706406476,-0.007819426087276912,-0.0032467696173005167,0.056300907174018026,0.006386326189644349,-0.06452975693573604,0.0071946813445458065,-0.011935829470665462,0.032350745627122736,0.13018817254761383,-0.10731311118793341,0.06216486818419128,-0.03160640823852771,-0.14879631816652347,-0.022248466482703268,-0.039861425046741256,-0.0035067404854524117,0.04416272932985781,-0.06747228916075926,0.0630431885751497,0.049420060487812285,-0.019059886743440366,-0.06725410987543227,-0.10908527083106392,0.15242049170236374,-0.04582442993082948,0.0033059873346535868,-0.0163554497731138,0.37662304519504164,-0.02337965519677633,-0.15783178795155547,-0.24937643420526806,-0.00796103245567058,-0.004960791740689425
domain_knowledge_depth=moderate,-0.16121064970329158,0.1991568145090122,-0.04545956519166868,-0.009530851004800266,-0.06122546078723194,-0.04056593965504341,0.4513621394613862,-0.4091709930886246,-0.007972137703881187,0.27413625689905863,0.18311232904535693,0.043734980762677886,0.00793962411833408,0.023710482316399193,0.0879371850079632,-0.0589146585384738,0.2925083328395512,-0.12483727981844901,-0.5418095990221202,0.05706386345875345,-0.015479224819013782,-0.2826900947481087,-0.7071290345782748,1.0,-0.312372648942969,-0.012734370374394642,-0.18936025697531236,-0.18220843174544832,0.1104178784027549,-0.0335816973503863,0.279219111553766,-0.007326075577611449,-0.09874613826181185,-0.042480806139685134,-0.0505494849602344,-0.03182022608083385,-0.03831804869600098,0.160671625295217,-0.007177521041877857,-0.0851067584618939,0.4863714321429588,-0.10501150008872553,-0.277678291514485,-0.22996382990456585,-0.012526685769720868,-0.010314001066749979,0.012305085068323469,-0.008543424741035406,-0.04851179719498649,-0.03205568030626829,0.07607478697911264,-0.021534429222865265,-0.004011557545942385,-0.027554274232340005,-0.19075819538762076,0.10896734648474626,-0.05857726374092157,0.01731488017224013,0.23542358184059495,0.023565444278042875,0.057403742643185214,-0.004164804418240662,-0.05524350485933674,0.08316887002527627,-0.07519211420134671,-0.05203150699491019,4.8707540200823445e-05,0.10022230601017615,0.12250503766872343,-0.17998865462112063,0.029728412184780915,-0.01776904954270106,0.008673010253396484,-0.4391640440547125,0.022732526855809964,0.20882218119342352,0.27850476913447336,-0.016630530541315816,-0.007294318997090382
domain_knowledge_depth=none,0.1150936274713516,-0.07600190001980427,-0.054721511837360765,0.0044967526696983225,-0.020679250778552313,-0.0011678833998859683,-0.14505160356884533,0.15308319847203097,0.012248411983812272,-0.09142637531799526,-0.10036009104263491,-0.05882665967005363,0.08338600862037661,-0.04268238264710618,-0.06359460012507245,-0.04809840001499228,-0.12411001353993115,0.16303315337652927,0.20251352499958605,-0.061825257179059165,0.014700547144338558,-0.09088078970470456,-0.22733178940302665,-0.312372648942969,1.0,-0.004093916474322843,-0.020595587819891546,0.22453384046807098,-0.02702843404923718,-0.010427949379865263,-0.10350768932160984,0.004359363291202218,-0.010711988683933459,0.04753712308675334,0.0003927272598484601,0.017293224726382398,0.008983249385319428,-0.06952011949094196,-0.030952651022349075,0.07910624260950869,-0.1598993072112016,-0.015737133979501397,0.19751888981299806,0.014901727935882583,0.014144761020763614,0.04653122398693084,-0.05084380501686967,0.016181116356956484,0.0406137397624232,-0.044292882023475165,-0.021634716405963466,0.03721466627439225,0.007828082265621029,0.0028299340315946315,0.1384301637425306,-0.08853721711920819,-0.027828676227756782,-0.005047163965978432,-0.07774038423060754,-0.05885336923772865,-0.021217822005042547,0.018790912135946747,0.05936012576002954,0.010707032483346701,0.018378964647244474,-0.025534296963750817,-0.006956957882496064,0.0694133135355435,-0.021447753237271126,-0.02704532719730089,-0.05424536607845864,0.010922220907872784,0.023825571214295158,0.3209008617553458,0.05123022422795657,-0.1081229295802341,-0.26847309036018896,0.03792085224475869,0.012433641688919535
domain_knowledge_depth=unknown,-0.011433389182513543,-0.010427124924248753,-0.005705854022693388,0.2329880934136361,-0.0035725612292632613,-0.0007534621779049862,-0.01106441953439736,-0.012937975511948726,0.314337325082302,-0.005272910676983592,-0.004525652936339707,-0.002398162818229565,-0.003555177631072244,-0.0017768566659819096,-0.002592535532622895,-0.0019608081638368296,-0.005077801868786854,-0.0029190744782497395,-0.009376626515868994,-0.002520405439062829,0.7705077539429519,-0.003704900668907329,-0.00926754379401671,-0.012734370374394642,-0.004093916474322843,1.0,-0.008264468715635754,-0.004263841193137354,-0.004431607446234242,-0.007433903781230778,-0.0075102403317118885,0.18732178704151972,-0.001892840744842442,-0.027786500027827978,-0.0020654635337130425,-0.002187625395947861,0.13642192607137615,-0.0041864729157542425,-0.004517688165664102,-0.002813802007226078,-0.010388253518680252,-0.0024528903841641715,-0.0050506437861918465,-0.008148711989506351,0.39773466448557,-0.06236653282068867,0.004879127582768669,0.28126049407985104,-0.016298891213278613,-0.004099766776814636,-0.008219579355681959,-0.0008614081815616134,0.30797558341583775,-0.0015985086135545308,-0.01306403653435371,-0.005499781441896584,-0.006036092042844808,0.10883576231732009,-0.005055849548820595,-0.004661694294223403,-0.003375823312864563,-0.0007316045561356109,0.006100333303069311,-0.05993652516406758,-0.0015895049684957294,-0.0020410760116581833,0.17992437669939637,-0.00890048153048198,-0.004465824489900753,-0.009929727821347798,-0.0034714486429926867,0.0949821818835954,-0.0008562427403687321,-0.01026244051308033,-0.002862324908834283,0.006873007205884094,-0.009776217345293665,0.21832536466091776,0.26303491943731083
