,trigger=\N,trigger=assignment,trigger=automation,trigger=dm,trigger=introduction,trigger=manual,trigger=mention,trigger=scheduled,trigger=task_comment_mention,trigger=unknown
domain_industry_vertical=unknown,-0.0022022786703862346,0.0032945486215311473,-0.00045130979503788893,-0.0020741083728947458,-0.0009791402352205627,-0.000492100057598534,-0.0011168601296483453,-0.001954678012672434,-0.002298850120977122,0.016674436208956877
domain_knowledge_depth=deep,-0.0016917308766399648,0.014675054333661947,0.02374806738673751,0.01882421434304209,-0.016133767650884725,-0.0016359504074724399,0.0063841645994302185,-0.030965146396523802,0.030373613374662954,-0.0057975377694650145
domain_knowledge_depth=light,-0.015158989720487457,-0.00011313839559437337,0.1175618426409014,-0.08370713714019784,-0.10547171965878764,0.011193955801334749,0.012888920149658634,0.14708526968653218,-0.011691359446144979,-0.009332320383674878
domain_knowledge_depth=moderate,0.02334035734312307,-0.004421290198906639,-0.11961731627772731,0.10159918603855286,0.1347642334648876,-0.009162670252110816,-0.014803010042424307,-0.19938592231323454,0.007127397377105071,0.007558251989966391
domain_knowledge_depth=none,-0.01397527748599204,-0.005581155028160987,-0.007501997735525503,-0.05597828588555496,-0.04564579317470137,-0.0009810777400193168,-0.0013350623534936423,0.13272252266152426,-0.02101477807433941,0.007176679556334277
domain_knowledge_depth=unknown,-0.0012672182885569638,-0.0013544552082367944,-0.0008496046325023559,-0.0012296077438889279,-2.580162431256615e-05,-0.00037916691009543365,-0.0008605493899637611,0.000236636084864725,-0.0017712818433655395,0.00858631220127713
execution_dataset=collection_scoped,-0.05060314850861613,-0.006066381455817283,-0.0011211469800517895,-0.10616882122115708,-0.18231485708530468,0.0320244962388718,0.010481250644521054,0.3750837573570032,-0.026183315408737015,-0.03896373593394274
execution_dataset=collection_unbounded,-0.02430848963860491,-0.01923834166888212,-0.061628631268108386,-0.06758461158352586,-0.10421456804572204,0.006413127717699188,-0.001517611230902675,0.26392867310401585,-0.030123613953393684,-0.013211555098601432
execution_dataset=single_asset_from_user,0.018435797926448734,-0.027411393399071903,-0.08259364031444888,0.08907772813280308,0.1084596993505689,-0.009092323273497623,-0.01163188841147565,-0.16211343952622975,-0.02704650884989863,0.01071365027888339
execution_dataset=single_event_data,0.00033653775286225695,0.07131749276143028,0.24577260923189226,-0.03788714971900154,0.0453814400849902,-0.01619620223138865,0.0036382001897905967,-0.21718443714743277,0.10587845110386856,0.01285701617561467
execution_dataset=single_user_prompt,0.05709836471447592,-0.03444249200639303,-0.14141288503512706,0.131440677916796,0.142023852358305,-0.0156838744548606,-0.006417080769961073,-0.2426954982356074,-0.037803353059339524,0.02567453888007557
execution_dataset=unknown,-0.005928433635577822,0.014978011936606694,-0.008750630709631372,0.0034655446608621117,-0.01219563209559242,0.0023391007924714923,0.006982199774922793,0.003974726444600536,-0.002800560954484518,0.023570294625775715
external_integration_scope=calendar_integration,-0.01895214825447701,-0.0029629240717960596,-0.011069280437085544,-0.014972559351845117,-0.03340505338566487,0.0019634523215423263,0.0022422998996553126,0.08260855283563344,-0.013264615308517401,-0.007773843876936705
external_integration_scope=clickup_only,0.011648837649409998,-0.01283921471557882,0.04714016186365858,-0.021100723422252613,0.06578809212638413,-0.012206593299830556,-0.003670833273394837,-0.07990936228180251,-0.014094733496028081,0.015438882058076751
external_integration_scope=email_integration,-0.01629099168718637,7.780957118829101e-05,0.002709933007763382,-0.02313658886423436,-0.038469811205866566,0.020281722245737783,-0.004703660795159783,0.07749144534462296,0.003613924137172931,-0.0033964455012696813
external_integration_scope=multiple_external_systems,-0.009537322920508403,0.005396656055980843,-0.02374877592926607,0.002010779392118416,-0.04335924997436481,0.0023072471948606017,-0.001626191047912337,0.06844550469105266,-0.0014139264291183125,-0.00953643118189358
external_integration_scope=unknown,-0.007268760709321715,0.0063133830207720044,0.008778181202520455,-0.00704872994048851,-0.02747633269725445,0.00998449795009147,0.006390963891563246,0.03009598899028812,-0.002554174299084332,0.00877359739393538
external_integration_scope=web_research_integration,0.010424448977404506,0.01309502577049479,-0.04695613597821209,0.048256146485274744,-0.015839160745976424,-0.00032011093107107936,0.005056380716310065,-0.02548207983969851,0.024551548901528334,-0.011972915153545743
functional_archetype=analyzer,0.012107003123322501,0.00709430855545222,-0.03220724476651565,0.02946920423366978,-0.04122396456952754,0.008959397643661306,0.019631500706213945,0.0038135546639069054,0.027449879771014887,-0.0016362034463139866
functional_archetype=communicator,-0.013415338787574076,-0.0036941564483656424,0.004892338021189666,-0.030537582675088586,-0.04530037748339475,0.006569667068311014,0.010965753180925708,0.08548092150013492,0.007796540135323452,1.4872612267708924e-05
functional_archetype=creator,0.03990108191665525,-0.029507217654625332,-0.17962944235754671,0.13935490973329648,0.22066077983453222,-0.015628431879221496,-0.029158141664039145,-0.29950736908055287,-0.011498239501063153,0.026862213041075316
functional_archetype=enforcer,-0.00022002837224991022,0.024918119224941426,0.16021901646513767,-0.04608433326317482,-0.028915617105363826,0.00259834437870458,0.006863101478238139,-0.03548289264417963,0.018122747199457574,0.006292470571461749
functional_archetype=monitor,-0.05481144894468708,-0.020761053022130334,-0.0031320839889746044,-0.13645267883577297,-0.13939205960129689,0.02031845496023904,0.004417472390134145,0.3743021089615889,-0.038785680793861764,-0.024366371753543406
functional_archetype=organizer,-0.0038704177100849077,0.03427747026031068,0.1519272772763239,-0.035581064731424535,-0.07304367384532628,-0.00855726991304538,0.006995108589366548,0.015194633618158893,0.011860190271952044,-0.013538837250468864
functional_archetype=unknown,-0.0028980218654801972,-0.0007953554098206958,-0.003538123998334569,-0.0034312514692016864,0.001086645510936862,-0.0009533162280080662,-0.00216362682663531,0.00041792365641574023,-0.0024421596867087933,0.018730879693758844
implied_end_date=false,-0.01393402448639705,0.0003232172790115727,0.02265227313253068,-0.011994131515832417,0.003272791498018169,0.0025713168053156255,0.005319899873501254,0.007902100010220738,0.01439180069270128,-0.012533220194827966
implied_end_date=true,0.01444231588060501,-0.00039916050957123424,-0.021463388603450453,0.013491145799865779,-0.006139321705594359,-0.0023858752985138707,-0.005604970098771645,-0.006580471753112821,-0.013573244275774166,0.009179092320295724
implied_end_date=unknown,-0.0010955923366470749,0.0003326003396639934,-0.007868443143947263,-0.006016272208793206,0.013411649880511576,-0.0011349227450220577,0.0008540706209668121,-0.007087390424703314,-0.005301802447302591,0.017264529642098483
operational_scope=branching_workflow,-0.015095590243109917,0.00029070752209907444,0.044616903098946184,-0.0379328146263536,0.005164842253129348,0.0004998172606963829,-0.005691745867819821,0.03557072205976261,-0.010235163068106028,-0.01800165204087516
operational_scope=multi_workflow_orchestration,-0.03620041091294107,0.005501112647898714,0.020102457457193395,-0.050451050616284916,-0.0940692558894841,0.005228531714875623,0.001826996205317989,0.18802616117439092,-0.012049137158206972,-0.03129619202108659
operational_scope=sequential_workflow,0.03871006619269824,-0.004065987643668972,-0.05855249768146827,0.0738193015134863,0.05308648555718703,-0.0034649373327486125,0.004401924105366367,-0.1550818471687757,0.01895800235112576,0.031580889791386756
operational_scope=single_action,0.006815347121702948,-0.0018878996658201878,-0.010388102898864379,-0.007674858414623636,0.010526555723352472,-0.0019570231697991635,0.003538059803669974,-0.016569388924579195,-0.002260844845060863,0.035296482078684195
operational_scope=unknown,-0.0047524279670319945,0.005714378866463,-0.007321463696180421,0.002085935371576575,-0.003220260121479568,-0.0012311589960801493,0.00036838615802236327,-0.00449934278861175,0.00048250197756473736,0.02722165288908874
output_modality=email_external_message,-0.01437245394281349,-0.0025492401454893757,0.0028218939023999857,-0.014252095737171398,-0.025925667924638452,0.013570656286386198,-0.006068969375240122,0.05358636593885599,0.003918618279631939,-0.0021775334706148905
output_modality=messages,-0.007490378275749915,0.0013685629972292194,0.02139277147025333,-0.08884209389485968,-0.09808005368597932,0.0050630037108685255,0.010512467774241072,0.20099204040398994,0.002317528613778044,-0.021609977083552282
output_modality=structured_document,0.03067953418459453,-0.008681746646174972,-0.0693883194456482,0.054129790213472154,0.03974449778062751,0.0008009585473046371,0.0017728449725284967,-0.08782936318668248,0.011705195090474404,0.0018058957885190845
output_modality=task_artifact,-0.02001128684197951,0.033601361309320385,0.13020195025271178,-0.004616331089531723,-0.030346185162706797,-0.0019995592597965594,0.0034074888040792643,-0.03802026059606849,0.01931744794853848,-0.014002245653716439
output_modality=unknown,-0.0035212087707246383,0.008537036273069697,-0.009360866354014183,0.015977850791286677,-6.295864626077816e-05,-0.0009252066876604571,0.00566981765287137,-0.022451466646441726,-0.0001065228073274716,0.02203881722432854
output_modality=visual_image,0.0074438228879743894,-0.03279650084576645,-0.10274723147932907,0.07822235992360095,0.1459083023336483,-0.010603855925643639,-0.020996341228713362,-0.17136471809925682,-0.03904442973622196,0.03892183571879912
state_persistence=state_accumulating,-0.015199995437969021,-0.0009624103637878108,-0.03005726501821027,0.006557402991944245,-0.04240632407700835,0.00910791538134932,0.009560821507835354,0.07472577075005803,-0.0016460851480533064,-0.018756452214937117
state_persistence=state_referencing,-0.005314731109945739,-0.005585073512163492,-0.02425958143226179,0.016050192871711978,-0.003002857018121693,-0.003996396188258887,-0.003330241094377665,0.01021115040283519,-0.004880550782411159,-0.003846121907742834
state_persistence=stateless,0.004190405304771513,-0.0014367240365323467,0.009040457119113058,7.738381187994118e-05,0.0026948539905319474,-0.0016621238318080987,-0.0014263543725923588,-0.013514048195308522,0.0003277074723019258,0.00435015034419834
state_persistence=unknown,0.015323123200853035,0.00454410398267517,0.03890132503576448,-0.015601670143314253,0.036573923073674214,-0.004756493012129792,-0.005587489204533112,-0.06628349186903994,0.004405141257221126,0.017310192963344694
team_orientation=individual,0.020170260977778635,-1.579826299389438e-05,-0.03281483338024424,0.03727070161267915,0.056746291903794564,-0.016938386547800888,-0.020361662278512514,-0.09241569243685296,0.0016712529215037989,-0.0010778431864761125
team_orientation=larger_team,-0.014107052544638399,-0.005912535575312079,0.014623082398751926,-0.03163609634525725,-0.04292657788226476,0.02109853664092341,0.008193522618737722,0.08645267562481737,-0.006639581660535877,-0.006246726147871145
team_orientation=small_team,-0.017455394230165438,0.00046697215815106344,0.03604909078435585,-0.026492324015214785,-0.04005981174853302,0.0031345459192607,0.020404236489804987,0.06154923842673267,0.0033160140961317986,-0.0067416712474127095
team_orientation=unknown,0.0034434575697987633,0.00906993504781963,-0.007982586345996516,0.003378577159383224,-0.004343642626017797,0.006277845158527359,0.0007788770332396957,-0.013030719344894045,-0.0007089000065453964,0.028254837148197577
tone_and_persona=casual_friendly,-0.044984896468445536,-0.026915679057455663,-0.0734997018653915,0.04854384656828541,0.08418496953367065,-0.009964309072069875,-0.011594693352462108,-0.03385821311509435,-0.03174492825952062,-0.004176119474552509
tone_and_persona=empathetic_supportive,0.024888174438438434,-0.011833576695397655,-0.05908702498552986,0.0025877598885974957,0.029702496538330878,-0.004326468062549793,-0.013591600532829323,-0.00043567660759879037,-0.021401545908218234,-0.008754377631601572
tone_and_persona=professional_formal,0.01966998825827833,0.018806466016521438,0.0855843912440383,-0.04970807894642427,-0.07966051466997645,0.00960366206351464,0.015308477142337863,0.051747328545425714,0.029056794339863613,-0.005836615792063973
tone_and_persona=technical_precise,0.013814025092838007,0.02319066844470435,0.03315226119314766,0.0062636873160631466,-0.02185113264085286,0.0016733501444581023,0.008521189293291603,-0.037434756093456305,0.021485050444328642,0.010728324867858073
tone_and_persona=unknown,0.0003076548592499483,0.008485103789052843,0.012468923722863874,-0.0016690455872133065,-0.026770482532843285,0.006440997394607113,-0.001455220378559959,-0.0044537811693820505,0.012779228043600111,0.040789829542264566
use_case_context=entertainment,0.009099534951274638,-0.006948932539427502,-0.013899693751008066,0.001178089845109086,0.011654861371118536,-0.001945287864385229,0.0016055597102327473,-0.013949774189690713,-0.005131685394793018,0.011132117148041064
use_case_context=general_productivity,-0.003961777956592054,-0.009211605215394873,0.047380713712146146,-0.07236026040380407,-0.051732180022489346,0.006201045993991272,0.004185189686128281,0.11851424595725699,-0.027718192895327884,0.002037358371471809
use_case_context=personal_productivity,0.017566730727476706,-0.011600687698402787,-0.038213016775744776,-0.004690247988400267,-0.014364915534430053,-0.0022486669289214574,-0.007861265323424788,0.043262569185424926,-0.021108341199563285,-0.006078800076745552
use_case_context=personal_use_case,0.020473590094831188,-0.02863990116679559,-0.08512934673949626,0.04625811999477931,0.07171409169530428,-0.008928285736289772,-0.01381654459359785,-0.06259046197840486,-0.043108600706977,-0.005123281868456199
use_case_context=specific_use_case,-0.019023581901306184,0.03449008291380067,0.03028496926369379,0.04144827120230698,0.0061341876756943895,0.0013075886839853965,0.008366051978417027,-0.0898501316172715,0.06662563552487359,0.001537048447099126
use_case_context=test_or_placeholder,0.001727039687034802,0.00549569917776811,-0.001181802665133466,-0.003131850958721079,-0.0023836167305831004,-0.0006393185098260991,0.004631535656443001,-0.005985767461728707,0.0030081156992958495,0.017699745378430592
use_case_context=unknown,0.000696916583757471,-0.0013544552082367873,-0.0008496046325023591,-0.004177678463444732,0.001639646419395785,-0.0003791669100954379,-0.0008605493899637829,-0.0014532845455262195,-0.0017712818433655503,0.01227190804158088
